| PriID           | PriRA       | PriRAdeg           | PriDec      | PriDecdeg           | PripmRA | PripmDEC | PriV  | PriV-J | SecID           | SecRA       | SecRAdeg           | SecDec      | SecDecdeg           | SecpmRA | SecpmDEC | SecV  | SecV-J | Sep   | ra_epoch2000    | dec_epoch2000   | errHalfMaj | errHalfMin | errPosAng | source_id           | ra              | ra_error | dec             | dec_error | parallax | parallax_error | parallax_over_error | pm      | pmra     | pmra_error | pmdec    | pmdec_error | astrometric_n_good_obs_al | astrometric_gof_al | astrometric_chi2_al | astrometric_excess_noise | astrometric_excess_noise_sig | astrometric_params_solved | pseudocolour | pseudocolour_error | visibility_periods_used | ruwe   | duplicated_source | phot_g_mean_flux | phot_g_mean_flux_error | phot_g_mean_mag | phot_bp_mean_flux | phot_bp_mean_flux_error | phot_bp_mean_mag | phot_rp_mean_flux | phot_rp_mean_mag | phot_bp_rp_excess_factor | bp_rp    | dr2_radial_velocity | dr2_radial_velocity_error | dr2_rv_nb_transits | dr2_rv_template_teff | dr2_rv_template_logg | panstarrs1         | sdssdr13            | skymapper2 | urat1     | phot_g_mean_mag_error | phot_bp_mean_mag_error | phot_rp_mean_mag_error | phot_g_mean_mag_corrected | phot_g_mean_mag_error_corrected | phot_g_mean_flux_corrected | phot_bp_rp_excess_factor_corrected | ra_epoch2000_error | dec_epoch2000_error | ra_dec_epoch2000_corr | angDist  |
+-----------------+-------------+--------------------+-------------+---------------------+---------+----------+-------+--------+-----------------+-------------+--------------------+-------------+---------------------+---------+----------+-------+--------+-------+-----------------+-----------------+------------+------------+-----------+---------------------+-----------------+----------+-----------------+-----------+----------+----------------+---------------------+---------+----------+------------+----------+-------------+---------------------------+--------------------+---------------------+--------------------------+------------------------------+---------------------------+--------------+--------------------+-------------------------+--------+-------------------+------------------+------------------------+-----------------+-------------------+-------------------------+------------------+-------------------+------------------+--------------------------+----------+---------------------+---------------------------+--------------------+----------------------+----------------------+--------------------+---------------------+------------+-----------+-----------------------+------------------------+------------------------+---------------------------+---------------------------------+----------------------------+------------------------------------+--------------------+---------------------+-----------------------+----------+
| PMI17135+1909   | 17:13:30.36 | 258.3765           | +19:09:57.2 | 19.16588888888889   | -0.116  | -0.153   | 10.94 | 1.35   | PMI17134+1910   | 17:13:29.74 | 258.3739166666667  | +19:10:10.0 | 19.169444444444444  | -0.124  | -0.133   | 15.8  | 3.08   | 15.5  | 258.37647107152 | 19.16590120987  | 2.029E-4   | 1.501E-4   | 154.47    | 4560610099845959680 | 258.37594646275 | 0.0088   | 19.16521133564  | 0.0097    | 9.2356   | 0.0142         | 650.4604            | 191.115 | -111.494 | 0.01       | -155.222 | 0.012       | 683                       | 5.4906             | 2006.36             | 0.114                    | 29.55                        | 31                        |              |                    | 26                      | 1.152  | false             | 851463.0         | 90.1816                | 10.861953       | 422507.0          | 131.423                 | 11.273957        | 613684.0          | 10.278032        | 1.217                    | 0.995925 | 2.13                | 0.33                      | 26                 | 5250.0               | 4.5                  |                    |                     |            | 546211374 | 0.002758              | 0.002811               | 0.003786               | 10.861953                 | 0.002758                        | 851463.0                   | 0.0                                | 0.1613             | 0.1942              | -0.2313               | 0.107908 |
| PMI19207+0506S  | 19:20:46.74 | 290.19475          | +05:06:26.5 | 5.1073611111111115  | -0.06   | -0.149   | 11.45 | 1.34   | PMI19207+0506N  | 19:20:46.08 | 290.192            | +05:06:38.5 | 5.110694444444444   | -0.058  | -0.14    | 17.42 | 2.96   | 15.4  | 290.19474267122 | 5.10734042119   | 3.983E-4   | 2.829E-4   | 114.48    | 4292904887065100288 | 290.19447512113 | 0.0176   | 5.10666674548   | 0.0161    | 4.9778   | 0.0213         | 234.1159            | 163.005 | -59.96   | 0.024      | -151.577 | 0.019       | 194                       | -1.9244            | 553.93              | 0.108                    | 10.01                        | 31                        |              |                    | 15                      | 0.901  | false             | 638740.0         | 174.825                | 11.174056       | 346490.0          | 254.311                 | 11.489316        | 421914.0          | 10.684835        | 1.203                    | 0.804482 | 29.34               | 1.13                      | 3                  | 6500.0               | 4.5                  | 114122901945278538 |                     |            | 476394992 | 0.002771              | 0.002902               | 0.003805               | 11.174056                 | 0.002771                        | 638740.0                   | 0.003                              | 0.381              | 0.3058              | -0.2544               | 0.078984 |
| PMI19420+2014S  | 19:42:00.86 | 295.5035833333334  | +20:14:05.0 | 20.23472222222222   | -0.096  | -0.125   | 15.83 | 2.12   | PMI19420+2014N  | 19:42:00.88 | 295.5036666666666  | +20:14:10.3 | 20.236194444444443  | -0.096  | -0.125   | 16.11 | 2.98   | 5.3   | 295.50354001157 | 20.23479416186  | 5.874E-4   | 4.964E-4   | 8.37      | 1825707962359560448 | 295.50297048716 | 0.023    | 20.23446596496  | 0.0276    | 3.545    | 0.0358         | 99.0418             | 141.1   | -120.234 | 0.031      | -73.845  | 0.036       | 386                       | -0.083             | 391.46              | 0.0                      | 0.0                          | 31                        |              |                    | 23                      | 0.996  | false             | 8247.41          | 3.29364                | 15.896573       | 2499.11           | 7.68018                 | 16.84408         | 8508.66           | 14.923243        | 1.335                    | 1.920837 |                     |                           | 0                  |                      |                      | 132282955032292047 |                     |            | 552435853 | 0.002789              | 0.00435                | 0.004036               | 15.896573                 | 0.002789                        | 8247.41                    | 0.011                              | 0.4985             | 0.5856              | 0.0487                | 0.297465 |
| PMI20072-3519E  | 20:07:13.51 | 301.80629166666665 | -35:19:50.0 | -35.330555555555556 | -0.028  | -0.187   | 15.73 | 1.78   | PMI20072-3519W  | 20:07:13.20 | 301.805            | -35:19:52.8 | -35.33133333333333  | -0.028  | -0.187   | 16.22 | 3.02   | 4.6   | 301.80631181847 | -35.33054768107 | 0.0011493  | 8.484E-4   | 102.28    | 6697813554639067648 | 301.80617914064 | 0.0568   | -35.33129518005 | 0.046     | 7.1383   | 0.0642         | 111.1377            | 169.941 | -24.355  | 0.072      | -168.187 | 0.055       | 279                       | 0.1609             | 291.09              | 0.0                      | 0.0                          | 31                        |              |                    | 18                      | 1.006  | false             | 3475.09          | 3.10645                | 16.834953       | 588.939           | 13.1089                 | 18.413366        | 4516.07           | 15.610995        | 1.469                    | 2.802371 |                     |                           | 0                  |                      |                      |                    |                     | 233295962  |           | 0.002921              | 0.024327               | 0.004897               | 16.834953                 | 0.002921                        | 3475.09                    | 0.017                              | 1.1374             | 0.8643              | -0.1271               | 0.065624 |
| PMI20343+1151   | 20:34:22.72 | 308.5946666666667  | +11:51:59.5 | 11.866527777777778  | -0.144  | -0.203   | 12.49 | 1.87   | PMI20343+1152   | 20:34:22.56 | 308.594            | +11:52:03.3 | 11.867583333333334  | -0.144  | -0.203   | 15.53 | 3.0    | 4.4   | 308.5946585131  | 11.86653796837  | 2.686E-4   | 1.867E-4   | 109.28    | 1755450371936889088 | 308.59400518394 | 0.0099   | 11.86561412923  | 0.0077    | 6.5187   | 0.0142         | 459.797             | 252.789 | -143.857 | 0.016      | -207.864 | 0.012       | 348                       | -2.7673            | 507.35              | 0.047                    | 3.25                         | 31                        |              |                    | 17                      | 0.895  | false             | 291720.0         | 43.8294                | 12.024953       | 136404.0          | 76.193                  | 12.501476        | 220893.0          | 11.387444        | 1.225                    | 1.114033 | 14.27               | 1.06                      | 6                  | 5500.0               | 4.5                  | 122233085942789721 |                     |            | 510620503 | 0.00276               | 0.002855               | 0.003793               | 12.024953                 | 0.00276                         | 291720.0                   | -0.003                             | 0.2609             | 0.1973              | -0.2258               | 0.046594 |
| NLTT49474       | 20:34:31.48 | 308.6311666666667  | -22:19:24.3 | -22.323416666666667 | 0.143   | -0.108   | 11.12 | 1.24   | NLTT49477       | 20:34:33.49 | 308.6395416666666  | -22:17:59.7 | -22.299916666666668 | 0.155   | -0.119   | 18.19 | 3.4    | 89.1  | 308.63117986826 | -22.32344871473 | 2.875E-4   | 1.755E-4   | 64.85     | 6855766062194221696 | 308.63188278281 | 0.0148   | -22.32394157639 | 0.0097    | 5.7397   | 0.0169         | 339.9439            | 183.582 | 146.303  | 0.017      | -110.894 | 0.013       | 403                       | 0.368              | 989.63              | 0.097                    | 13.99                        | 31                        |              |                    | 18                      | 1.012  | false             | 835600.0         | 156.079                | 10.88237        | 456890.0          | 189.766                 | 11.189014        | 547230.0          | 10.402471        | 1.202                    | 0.786543 | -56.83              | 0.52                      | 8                  | 5500.0               | 3.0                  | 81213086315351966  |                     | 236384550  |           | 0.002763              | 0.002826               | 0.003795               | 10.88237                  | 0.002763                        | 835600.0                   | 0.003                              | 0.2707             | 0.2004              | 0.3675                | 0.123466 |
| PMI20487+1406   | 20:48:42.08 | 312.17533333333336 | +14:06:59.1 | 14.116416666666666  | 0.11    | -0.051   | 14.89 | 1.72   | PMI20487+1407   | 20:48:42.78 | 312.17825000000005 | +14:07:01.3 | 14.117027777777778  | 0.11    | -0.051   | 19.37 | 3.34   | 10.3  | 312.17531860394 | 14.11642928086  | 4.297E-4   | 2.654E-4   | 52.45     | 1761443539238120448 | 312.17573207678 | 0.0177   | 14.11621462814  | 0.0124    | 3.7792   | 0.0242         | 156.4397            | 102.336 | 90.222   | 0.023      | -48.297  | 0.021       | 862                       | 0.9214             | 910.77              | 0.0                      | 0.0                          | 31                        |              |                    | 20                      | 1.022  | false             | 19550.5          | 3.2099                 | 14.959473       | 7549.43           | 10.9726                 | 15.643758        | 17300.1           | 14.152776        | 1.271                    | 1.490982 |                     |                           | 0                  |                      |                      | 124943121756240062 |                     |            | 521613262 | 0.002761              | 0.003206               | 0.003832               | 14.959473                 | 0.002761                        | 19550.5                    | 0.002                              | 0.3771             | 0.336               | 0.4354                | 0.068605 |
| PMI21175-4142E  | 21:17:32.29 | 319.3845416666667  | -41:42:17.3 | -41.70480555555555  | 0.013   | -0.157   | 13.89 | 1.74   | PMI21175-4142W  | 21:17:31.42 | 319.3809166666666  | -41:42:21.2 | -41.705888888888886 | 0.013   | -0.157   | 17.64 | 2.84   | 10.5  | 319.38452302532 | -41.70478323315 | 6.008E-4   | 3.552E-4   | 39.03     | 6580558576637232768 | 319.38455287777 | 0.025    | -41.70535604033 | 0.0228    | 1.921    | 0.034          | 56.4597             | 128.979 | 5.015    | 0.029      | -128.882 | 0.032       | 364                       | 26.7763            | 1676.18             | 0.241                    | 48.67                        | 31                        |              |                    | 20                      | 2.15   | false             | 81540.4          | 11.0654                | 13.408936       | 41224.8           | 31.2185                 | 13.800647        | 57714.5           | 12.844684        | 1.213                    | 0.955963 |                     |                           | 0                  |                      |                      |                    |                     | 488309329  |           | 0.002759              | 0.002909               | 0.003809               | 13.408936                 | 0.002759                        | 81540.4                    | 0.001                              | 0.4683             | 0.5175              | 0.4738                | 0.0947   |
| PMI21442+0102N  | 21:44:15.64 | 326.06516666666664 | +01:02:09.1 | 1.0358611111111111  | -0.061  | -0.248   | 13.8  | 1.71   | PMI21442+0102S  | 21:44:15.92 | 326.0663333333333  | +01:02:03.3 | 1.0342500000000001  | -0.061  | -0.248   | 16.36 | 2.88   | 7.2   | 326.06522442167 | 1.03586965402   | 5.35E-4    | 2.645E-4   | 49.71     | 2693284488498876160 | 326.06492184497 | 0.0215   | 1.03474053692   | 0.022     | 5.5655   | 0.0228         | 244.3404            | 263.012 | -68.069  | 0.027      | -254.051 | 0.024       | 491                       | 3.2207             | 574.86              | 0.027                    | 0.5154                       | 31                        |              |                    | 14                      | 1.104  | false             | 49674.4          | 8.04109                | 13.947035       | 18542.9           | 18.0231                 | 14.668097        | 44733.2           | 13.12132         | 1.274                    | 1.546777 |                     |                           | 0                  |                      |                      | 109243260649142270 | 1237656239009169608 | 16041536   | 456463010 | 0.002761              | 0.002983               | 0.003832               | 13.947035                 | 0.002761                        | 49674.4                    | -0.002                             | 0.4425             | 0.4004              | 0.602                 | 0.210147 |
| PMI21536+0010S  | 21:53:39.95 | 328.41645833333337 | +00:10:20.8 | 0.17244444444444446 | -0.061  | -0.158   | 14.35 | 2.12   | PMI21536+0010N  | 21:53:39.98 | 328.4165833333333  | +00:10:37.2 | 0.177               | -0.061  | -0.158   | 19.87 | 3.66   | 16.4  | 328.41646846627 | 0.17245391875   | 0.0020408  | 0.0013472  | 67.68     | 2681017714008928000 | 328.41622338293 | 0.0892   | 0.17170876166   | 0.0718    | 2.8991   | 0.1154         | 25.1314             | 176.496 | -55.144  | 0.12       | -167.66  | 0.09        | 189                       | 54.8766            | 4534.73             | 0.659                    | 206.4                        | 31                        |              |                    | 12                      | 4.954  | false             | 59477.7          | 43.3098                | 13.751481       | 27542.2           | 22.9434                 | 14.238545        | 46712.0           | 13.074325        | 1.248                    | 1.164221 |                     |                           | 0                  |                      |                      | 108203284163066878 | 1237663479256645670 | 16092482   | 451530429 | 0.002867              | 0.002933               | 0.003858               | 13.751481                 | 0.002867                        | 59477.7                    | 0.016                              | 1.956              | 1.4676              | 0.2876                | 0.04994  |
| NLTT52532       | 21:57:35.98 | 329.3999166666667  | -03:28:09.2 | -3.469222222222222  | 0.169   | -0.125   | 14.9  | 1.98   | NLTT52538       | 21:57:37.93 | 329.4080416666667  | -03:28:32.3 | -3.4756388888888887 | 0.169   | -0.125   | 18.86 | 3.22   | 37.3  | 329.39988143028 | -3.46927297192  | 0.0035226  | 0.0019836  | 42.21     | 2670311086389699200 | 329.40062568001 | 0.1461   | -3.46986464365  | 0.1469    | 5.3599   | 0.1674         | 32.0263             | 213.685 | 167.149  | 0.171      | -133.126 | 0.178       | 197                       | 37.5752            | 4273.85             | 1.08                     | 161.1                        | 95                        | 1.3084       | 0.0355             | 14                      | 3.444  | false             | 13870.3          | 14.5011                | 15.332156       | 6711.11           | 12.679                  | 15.771556        | 19091.0           | 14.045826        | 1.86                     | 1.72573  |                     |                           | 0                  |                      |                      | 103833294003676838 | 1237680191509102615 | 5509050    | 433450783 | 0.00298               | 0.003463               | 0.003991               | 15.329209                 | 0.002979                        | 13908.0                    | 0.562                              | 2.7857             | 2.9298              | 0.5167                | 0.222286 |
| PMI22296+0620   | 22:29:41.07 | 337.42112499999996 | +06:20:02.8 | 6.3341111111111115  | 0.116   | -0.021   | 13.87 | 2.45   | PMI22297+0620W  | 22:29:42.75 | 337.428125         | +06:20:09.0 | 6.335833333333334   | 0.092   | -0.026   | 18.8  | 3.5    | 25.9  | 337.42113784343 | 6.33411331593   | 5.178E-4   | 3.782E-4   | 48.57     | 2709359279777195264 | 337.42164771663 | 0.0227   | 6.33394030229   | 0.0216    | 4.7592   | 0.0253         | 188.4089            | 120.483 | 114.021  | 0.029      | -38.928  | 0.027       | 181                       | 9.9273             | 430.79              | 0.144                    | 12.81                        | 31                        |              |                    | 13                      | 1.571  | false             | 95332.5          | 17.9855                | 13.239265       | 37147.8           | 38.8805                 | 13.913711        | 83746.1           | 12.440484        | 1.268                    | 1.473227 |                     |                           | 0                  |                      |                      | 115603374214881320 | 1237669762260926528 |            | 482561569 | 0.002763              | 0.003013               | 0.003821               | 13.239265                 | 0.002763                        | 95332.5                    | 0.001                              | 0.4619             | 0.4448              | 0.3023                | 0.046635 |
| PMI22487-5613W  | 22:48:44.33 | 342.18470833333333 | -56:13:37.0 | -56.22694444444444  | 0.145   | -0.067   | 12.59 | 1.6    | PMI22487-5613E  | 22:48:45.54 | 342.18975          | -56:13:44.0 | -56.22888888888889  | 0.145   | -0.067   | 16.67 | 3.41   | 12.3  | 342.18469528635 | -56.2269389062  | 1.638E-4   | 1.291E-4   | 140.97    | 6505766359742252032 | 342.18541047762 | 0.0067   | -56.22714794599 | 0.0078    | 5.7371   | 0.011          | 523.5756            | 101.066 | 89.455   | 0.009      | -47.034  | 0.009       | 543                       | 1.3279             | 878.91              | 0.055                    | 5.56                         | 31                        |              |                    | 26                      | 1.04   | false             | 207723.0         | 40.95                  | 12.393654       | 96536.3           | 52.7464                 | 12.876816        | 157729.0          | 11.753114        | 1.224                    | 1.123702 | -26.27              | 0.82                      | 15                 | 5500.0               | 4.5                  |                    |                     | 489435197  |           | 0.002764              | 0.002853               | 0.003802               | 12.393654                 | 0.002764                        | 207723.0                   | -0.005                             | 0.1439             | 0.151               | -0.2284               | 0.032852 |
| PMI23033-5311   | 23:03:23.47 | 345.84779166666664 | -53:11:23.1 | -53.18975           | 0.148   | -0.107   | 14.01 | 1.76   | PMI23034-5311   | 23:03:25.79 | 345.85745833333334 | -53:11:43.2 | -53.19533333333333  | 0.153   | -0.098   | 18.94 | 3.63   | 29.0  | 345.84779454129 | -53.18975187996 | 1.661E-4   | 1.386E-4   | 135.03    | 6500368582283918848 | 345.84895939106 | 0.0067   | -53.19016980921 | 0.0078    | 2.2065   | 0.0118         | 187.0621            | 183.037 | 157.036  | 0.01       | -94.033  | 0.01        | 627                       | -0.4083            | 628.03              | 0.0                      | 0.0                          | 31                        |              |                    | 26                      | 0.988  | false             | 97896.2          | 16.153                 | 13.210452       | 54395.1           | 28.457                  | 13.499643        | 62971.7           | 12.750031        | 1.199                    | 0.749612 |                     |                           | 0                  |                      |                      |                    |                     | 489545261  |           | 0.002761              | 0.002847               | 0.003811               | 13.210452                 | 0.002761                        | 97896.2                    | 0.003                              | 0.153              | 0.153               | -0.1791               | 0.009179 |
| NLTT57827       | 23:44:27.89 | 356.1162083333333  | -30:55:16.9 | -30.92136111111111  | 0.19    | -0.196   | 16.96 | 2.09   | NLTT57823       | 23:44:24.90 | 356.10375          | -30:55:26.2 | -30.923944444444448 | 0.19    | -0.201   | 18.17 | 2.77   | 39.5  | 356.11642904102 | -30.92140199472 | 9.887E-4   | 5.684E-4   | 25.15     | 2327272220256542592 | 356.11742398124 | 0.0389   | -30.92229685226 | 0.0507    | 2.078    | 0.0589         | 35.2804             | 278.244 | 192.045  | 0.04       | -201.342 | 0.057       | 387                       | -0.3214            | 389.3               | 0.0                      | 0.0                          | 31                        |              |                    | 17                      | 0.988  | false             | 4002.86          | 2.06352                | 16.681442       | 1529.48           | 9.10562                 | 17.377182        | 3518.63           | 15.881961        | 1.261                    | 1.495221 |                     |                           | 0                  |                      |                      |                    |                     | 3057868    |           | 0.002812              | 0.00704                | 0.005075               | 16.681442                 | 0.002812                        | 4002.86                    | -0.008                             | 0.6643             | 0.927               | 0.4088                | 0.69733  |
+-----------------+-------------+--------------------+-------------+---------------------+---------+----------+-------+--------+-----------------+-------------+--------------------+-------------+---------------------+---------+----------+-------+--------+-------+-----------------+-----------------+------------+------------+-----------+---------------------+-----------------+----------+-----------------+-----------+----------+----------------+---------------------+---------+----------+------------+----------+-------------+---------------------------+--------------------+---------------------+--------------------------+------------------------------+---------------------------+--------------+--------------------+-------------------------+--------+-------------------+------------------+------------------------+-----------------+-------------------+-------------------------+------------------+-------------------+------------------+--------------------------+----------+---------------------+---------------------------+--------------------+----------------------+----------------------+--------------------+---------------------+------------+-----------+-----------------------+------------------------+------------------------+---------------------------+---------------------------------+----------------------------+------------------------------------+--------------------+---------------------+-----------------------+----------+
